,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,3,1
real_AS,0,33,4,0,3
real_MR,0,2,35,3,0
real_MS,0,11,1,27,1
real_MVP,14,5,0,3,18
