base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
SNR_8db,LogMel,1,PROMEDIO_MACRO,197,797,3,3,0.9940000000000001,0.985,0.9962500000000001,0.984993746091307,0.990625,200
SNR_8db,LogMel,2,PROMEDIO_MACRO,196,796,4,4,0.992,0.9800000000000001,0.9950000000000001,0.9802439024390244,0.9875,200
SNR_8db,LogMel,3,PROMEDIO_MACRO,195,795,5,5,0.9899999999999999,0.975,0.99375,0.9752439024390244,0.984375,200
SNR_8db,LogMel,4,PROMEDIO_MACRO,194,794,6,6,0.9879999999999999,0.97,0.9924999999999999,0.9706551486049649,0.98125,200
SNR_8db,LogMel,5,PROMEDIO_MACRO,196,796,4,4,0.992,0.9800000000000001,0.9949999999999999,0.9803479853479853,0.9875,200
