epoca,loss_train,loss_val
1,1.4806054297246432,0.9326170086860657
2,0.9817375038799486,0.5926401019096375
3,0.6738109172959077,0.4633508622646332
4,0.5545383346708197,0.37131693959236145
5,0.429509944625591,0.33767029643058777
6,0.31896194266645533,0.2810296416282654
7,0.298615421511625,0.26056456565856934
8,0.24133663663738653,0.26506564021110535
9,0.21751623507589102,0.269706130027771
10,0.19720264166397483,0.27305760979652405
11,0.15391164969064688,0.30042633414268494
12,0.13564985356367143,0.32473182678222656
13,0.15502573843849332,0.28524959087371826
14,0.11933797742485215,0.30120009183883667
15,0.1755299403846852,0.2970402240753174
16,0.11909386684725944,0.29662618041038513
17,0.060260280314986106,0.3698069751262665
