indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h
0,8-9-9-10,4,0.27000937235866235,10x212,0.044411799986846745,8,0.06867954069028494,0.3863470079572137,9,0.1350020894105366,0.17023532202467606,9,0.1872089614638779,0.15173638318380064,10,0.05604009929279047,0.12351500334843703
1,8-9-9-10,4,0.2767068328972467,10x212,0.041653099993709475,8,0.07401385016259768,0.4108736892591097,9,0.10444673190744626,0.22239489937469673,9,0.20260451020089196,0.19819650223744845,10,0.19258257180657454,0.14280824197720907
2,8-9-9-10,4,0.2890618795066504,10x212,0.050372199999401346,8,0.07508238169729366,0.3363582255488888,9,0.11785604703564477,0.15842868829497916,9,0.16443252193524988,0.12408630741199232,10,0.17797877608804868,0.10223407119558707
3,8-9-9-10,4,0.2911672834798881,10x212,0.04628049998427741,8,0.07777835992524645,0.3141512654026875,9,0.14496083336564758,0.14582393956355869,9,0.19729236530979355,0.11380297028700007,10,0.17668245022080217,0.07475810477170902
4,8-9-9-10,4,0.2674270019477313,10x212,0.03713809998589568,8,0.0735635834955929,0.3155136667744441,9,0.19110674833678332,0.1655727705484571,9,0.20850461564400333,0.12323901969810643,10,0.05748307988740364,0.1084429581235803
5,8-9-9-10,4,0.22896145416923916,10x212,0.04299640000681393,8,0.07235180377259791,0.3443095046869515,9,0.11254154319993856,0.15039296699204838,9,0.06183098562643117,0.1333838649789431,10,0.05590459009830955,0.1052224683613421
6,8-9-9-10,4,0.25584266695257585,10x212,0.031061400019098073,8,0.07203602860686986,0.3839278001014825,9,0.13727780430900463,0.18005659835238447,9,0.14232725134762947,0.13850396077761873,10,0.05564309719619462,0.12407119499072267
7,8-9-9-10,4,0.28955625256261885,10x212,0.036646599997766316,8,0.07689901754865619,0.37838661317771677,9,0.1202493053079444,0.186678399024987,9,0.1325227543643618,0.1428805784064359,10,0.18735029883646354,0.0969761164476132
8,8-9-9-10,4,0.24504251890154377,10x212,0.041990800003986806,8,0.0585736871917826,0.33673683159272466,9,0.11609450576682918,0.21911410070577603,9,0.1509142406068352,0.18397679103869927,10,0.08992862355812994,0.12386441556271562
9,8-9-9-10,4,0.2789398877485798,10x212,0.03603220000513829,8,0.06651334209936297,0.36541410737452146,9,0.1390091427797584,0.19629917516864545,9,0.06343983046687916,0.1697278042435656,10,0.16944741988220557,0.11529739012398278
10,8-9-9-10,4,0.25867847038819125,10x212,0.040899000014178455,8,0.07314317719576546,0.39400552337083583,9,0.0758819937324552,0.22986636854795853,9,0.14140476472154873,0.1878375161083536,10,0.09748390992474965,0.1484668699378517
11,8-9-9-10,4,0.28440416677048164,10x212,0.05172099999617785,8,0.08524725232087053,0.30724815871294275,9,0.18987533831123066,0.14908968948631485,9,0.2867866979501773,0.10263847787728585,10,0.05531428357776901,0.08453695469947325
12,8-9-9-10,4,0.29368187654867106,10x212,0.051579899998614565,8,0.07385759047930798,0.35227016149390206,9,0.0687806004910973,0.20573715980809387,9,0.15839416973708453,0.11435988574057061,10,0.22326371564248457,0.12175521031547165
13,8-9-9-10,4,0.26040236827302476,10x212,0.05063429998699576,8,0.06939474854317124,0.4129031039943759,9,0.13252556368668914,0.1677145986811529,9,0.14420518631158943,0.1469148311529403,10,0.1754863482469768,0.1431053674190116
14,8-9-9-10,4,0.25974274449376306,10x212,0.05084869998972863,8,0.07823118715754634,0.37454718175916557,9,0.14245821069811307,0.13453037105673166,9,0.24245252843312307,0.11686328143475683,10,0.05528909500837922,0.09509382729942181
15,8-9-9-10,4,0.26983119189210186,10x212,0.052404999994905666,8,0.08068939657039208,0.3019905341657572,9,0.1400929265849488,0.1918593772113699,9,0.19096554461955104,0.11494820988241233,10,0.05655985765772991,0.08785738962337085
16,8-9-9-10,4,0.2828858470404218,10x212,0.052775599993765354,8,0.06430447074474419,0.3510989547412406,9,0.09954452333803017,0.17192233334616314,9,0.1834470293188786,0.14126325458907235,10,0.07211066077260063,0.11518496076226883
17,8-9-9-10,4,0.25110592650466845,10x212,0.0513580999977421,8,0.07355850578775104,0.3591032637802825,9,0.10528951526693923,0.19752090486000148,9,0.19908919907111747,0.1180194423079603,10,0.05409939842915694,0.10013534136099
18,8-9-9-10,4,0.25919932106628474,10x212,0.05091130000073463,8,0.07611953335418274,0.31032693908697434,9,0.1115477607398604,0.17376079712219056,9,0.20243580406212847,0.10281138747506037,10,0.056633104185487865,0.08072140417963011
19,8-9-9-10,4,0.25549532673439596,10x212,0.049859900027513504,8,0.09372601621492498,0.360796165843536,9,0.11615460125141132,0.1349157031378743,9,0.10683009508100962,0.10341729488911056,10,0.05588096978820218,0.11361701500848533
