metodo,sil 951,sil 1000,% sil,DB 951,DB 1000,% DB
CNN,0.1105647012591362,0.2258976399898529,104.31262185605235,3.618561421066015,2.014266937228267,44.33514585376662
DWT,0.1267702430486679,0.1109088510274887,-12.51192049469364,16.352727902954232,6.564077217299766,59.85943595310529
MFCC,0.1728029549121856,0.1445773094892501,-16.334006231131358,6.000057463403192,5.527732597908822,7.872005699533258
STFT,0.1477805525064468,0.1318992376327514,-10.74655264467399,3.570267782013287,7.878604523354494,-120.67264990727726
