,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,32,2,0,2,4
real_AS,0,22,4,11,3
real_MR,1,12,18,7,2
real_MS,6,11,0,20,3
real_MVP,9,12,2,6,11
