clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,40,160,0,0,1.0,1.0,1.0,1.0,1.0,40
AS,38,158,2,2,0.98,0.95,0.9875,0.95,0.96875,40
MR,39,160,0,1,0.995,0.975,1.0,1.0,0.9875,40
MS,38,160,0,2,0.99,0.95,1.0,1.0,0.975,40
MVP,39,156,4,1,0.975,0.975,0.975,0.9069767441860465,0.975,40
PROMEDIO_MACRO,194,794,6,6,0.9879999999999999,0.97,0.9924999999999999,0.9713953488372093,0.98125,200
