,N,AS,MR,MS,MVP
N,98.5,0.0,0.5,0.0,1.0
AS,0.5,97.5,1.0,0.5,0.5
MR,2.5,6.0,87.0,3.0,1.5
MS,0.0,1.0,1.0,92.5,5.5
MVP,4.5,5.0,1.5,2.0,87.0
