,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,2,0,0
real_AS,0,40,0,0,0
real_MR,0,0,37,0,3
real_MS,0,1,1,36,2
real_MVP,0,1,0,0,39
