,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,1,2
real_AS,0,40,0,0,0
real_MR,0,6,28,2,4
real_MS,2,5,2,26,5
real_MVP,1,7,1,3,28
