comparación,distancia
N-AS,0.07650090311760782
N-MR,0.1723010702928373
N-MS,0.38422741065386434
N-MVP,0.20879848385659872
AS-MR,0.24880197341044513
AS-MS,0.46072831377147216
AS-MVP,0.28529938697420654
MR-MS,0.211926340361027
MR-MVP,0.036497413563761405
MS-MVP,0.1754289267972656
