,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,33,0,0,3,4
real_AS,0,26,8,5,1
real_MR,1,10,27,1,1
real_MS,4,3,1,29,3
real_MVP,5,2,5,10,18
