distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
8-7,2,KNN,DeepONMF_H2,1,155,34,6,5,0.945,0.96875,0.85,0.9627329192546584,0.909375
8-7,2,KNN,DeepONMF_H2,2,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
8-7,2,KNN,DeepONMF_H2,3,154,30,10,6,0.92,0.9625,0.75,0.9390243902439024,0.85625
8-7,2,KNN,DeepONMF_H2,4,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
8-7,2,KNN,DeepONMF_H2,5,158,31,9,2,0.945,0.9875,0.775,0.9461077844311377,0.8812500000000001
8-7,2,KNN,DeepONMF_W,1,148,34,6,12,0.91,0.925,0.85,0.961038961038961,0.8875
8-7,2,KNN,DeepONMF_W,2,142,33,7,18,0.875,0.8875,0.825,0.9530201342281879,0.85625
8-7,2,KNN,DeepONMF_W,3,139,34,6,21,0.865,0.86875,0.85,0.9586206896551724,0.859375
8-7,2,KNN,DeepONMF_W,4,144,33,7,16,0.885,0.9,0.825,0.9536423841059603,0.8625
8-7,2,KNN,DeepONMF_W,5,144,28,12,16,0.86,0.9,0.7,0.9230769230769231,0.8
8-7,2,SVM,DeepONMF_H2,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
8-7,2,SVM,DeepONMF_H2,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
8-7,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
8-7,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
8-7,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
8-7,2,SVM,DeepONMF_W,1,147,39,1,13,0.93,0.91875,0.975,0.9932432432432432,0.9468749999999999
8-7,2,SVM,DeepONMF_W,2,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
8-7,2,SVM,DeepONMF_W,3,145,37,3,15,0.91,0.90625,0.925,0.9797297297297297,0.915625
8-7,2,SVM,DeepONMF_W,4,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
8-7,2,SVM,DeepONMF_W,5,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
8-7,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
8-7,2,UjaNet,DeepONMF_H2,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
8-7,2,UjaNet,DeepONMF_H2,3,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
8-7,2,UjaNet,DeepONMF_H2,4,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
8-7,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
8-7,2,UjaNet,DeepONMF_W,1,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
8-7,2,UjaNet,DeepONMF_W,2,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
8-7,2,UjaNet,DeepONMF_W,3,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
8-7,2,UjaNet,DeepONMF_W,4,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
8-7,2,UjaNet,DeepONMF_W,5,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
