,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.5,0.0
AS,0.0,95.0,2.0,0.0,3.0
MR,1.5,1.5,93.0,2.5,1.5
MS,0.0,0.0,2.0,93.5,4.5
MVP,1.0,2.0,2.0,3.0,92.0
