,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,28,0,8,0,4
real_AS,0,34,6,0,0
real_MR,1,1,34,0,4
real_MS,0,0,6,32,2
real_MVP,5,3,8,2,22
