,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,25,0,13,2
real_MR,0,2,23,11,4
real_MS,2,0,0,37,1
real_MVP,2,0,1,1,36
