,N,AS,MR,MS,MVP
N,97.0,0.0,1.0,0.0,2.0
AS,0.0,95.5,2.5,0.5,1.5
MR,0.5,4.5,92.0,2.5,0.5
MS,0.5,2.0,1.0,92.0,4.5
MVP,3.0,4.5,0.0,2.0,90.5
