,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,35,3,0,2
real_MR,0,3,33,3,1
real_MS,3,9,0,27,1
real_MVP,1,12,2,19,6
