,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,1,1,0
real_AS,1,33,4,1,1
real_MR,0,2,35,2,1
real_MS,1,1,3,33,2
real_MVP,1,0,0,3,36
