clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,160,0,2,0.99,0.95,1.0,1.0,0.975,40
AS,35,155,5,5,0.95,0.875,0.96875,0.875,0.921875,40
MR,33,154,6,7,0.935,0.825,0.9625,0.8461538461538461,0.89375,40
MS,35,150,10,5,0.925,0.875,0.9375,0.7777777777777778,0.90625,40
MVP,34,156,4,6,0.95,0.85,0.975,0.8947368421052632,0.9125,40
PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8787336932073775,0.921875,200
