,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,0,1
real_AS,0,40,0,0,0
real_MR,3,2,33,0,2
real_MS,0,1,2,37,0
real_MVP,3,3,0,0,34
