,N,AS,MR,MS,MVP
N,97.5,0.0,0.5,0.0,2.0
AS,0.0,96.5,2.0,0.0,1.5
MR,0.0,2.0,95.0,2.0,1.0
MS,0.5,0.5,1.0,93.0,5.0
MVP,2.0,2.0,0.5,2.0,93.5
