,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,32,1,0,2,5
real_AS,0,35,3,1,1
real_MR,0,6,26,4,4
real_MS,4,6,0,27,3
real_MVP,2,6,2,3,27
