distribucion,numero_capas,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
7-8-9,3,KNN,DeepONMF_H3,0.8896000000000001,0.009736529155710494,0.724,0.02434132288927614,0.931,0.006085330722318985,0.7875290092297964,0.017652816384812864,0.8275,0.015213326805797645
7-8-9,3,KNN,DeepONMF_W,0.82,0.007348469228349516,0.55,0.01837117307087382,0.8875,0.004592793267718412,0.5787437734738633,0.018313058959252233,0.71875,0.011481983169296113
7-8-9,3,SVM,DeepONMF_H3,0.946,0.006782329983125244,0.865,0.016955824957813153,0.9662499999999999,0.004238956239453317,0.8727554741117372,0.017290502095685154,0.915625,0.010597390598633183
7-8-9,3,SVM,DeepONMF_W,0.8703999999999998,0.004560701700396567,0.6759999999999999,0.011401754250991382,0.9189999999999999,0.0028504385627478265,0.6740519182138051,0.016136931707522544,0.7975,0.007126096406869545
7-8-9,3,UjaNet,DeepONMF_H3,0.978,0.008124038404635913,0.945,0.020310096011589833,0.9862500000000001,0.005077524002897473,0.9465155437796895,0.019545656846509225,0.965625,0.012693810007243707
7-8-9,3,UjaNet,DeepONMF_W,0.9343999999999999,0.008648699324175764,0.836,0.021621748310439712,0.959,0.005405437077609866,0.8435786125694019,0.024713991357219776,0.8975,0.013513592694024744
