,N,AS,MR,MS,MVP
N,97.0,0.0,0.5,0.0,2.5
AS,0.5,95.5,2.0,0.5,1.5
MR,3.0,5.5,88.0,1.5,2.0
MS,0.5,0.0,3.0,93.5,3.0
MVP,3.5000000000000004,3.0,2.5,0.5,90.5
