distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
14-10-8-6-4,5,KNN,DeepONMF_H5,1,PROMEDIO_MACRO,164,764,36,36,0.9279999999999999,0.82,0.9549999999999998,0.8525666366477409,0.8875,200
14-10-8-6-4,5,KNN,DeepONMF_H5,2,PROMEDIO_MACRO,156,756,44,44,0.9120000000000001,0.78,0.945,0.7998443223443223,0.8625,200
14-10-8-6-4,5,KNN,DeepONMF_H5,3,PROMEDIO_MACRO,161,761,39,39,0.9219999999999999,0.8049999999999999,0.9512499999999999,0.8256759355136637,0.878125,200
14-10-8-6-4,5,KNN,DeepONMF_H5,4,PROMEDIO_MACRO,164,764,36,36,0.9280000000000002,0.82,0.9550000000000001,0.8424767904509283,0.8875,200
14-10-8-6-4,5,KNN,DeepONMF_H5,5,PROMEDIO_MACRO,159,759,41,41,0.9179999999999999,0.795,0.9487500000000001,0.8455943050431953,0.871875,200
14-10-8-6-4,5,KNN,DeepONMF_W,1,PROMEDIO_MACRO,128,728,72,72,0.8560000000000001,0.64,0.9099999999999999,0.651690018464212,0.775,200
14-10-8-6-4,5,KNN,DeepONMF_W,2,PROMEDIO_MACRO,128,728,72,72,0.8560000000000001,0.6399999999999999,0.9099999999999999,0.6465505328005328,0.775,200
14-10-8-6-4,5,KNN,DeepONMF_W,3,PROMEDIO_MACRO,134,734,66,66,0.868,0.67,0.9175000000000001,0.6863945189716515,0.79375,200
14-10-8-6-4,5,KNN,DeepONMF_W,4,PROMEDIO_MACRO,126,726,74,74,0.852,0.63,0.9075000000000001,0.6234256548049651,0.76875,200
14-10-8-6-4,5,KNN,DeepONMF_W,5,PROMEDIO_MACRO,136,736,64,64,0.8720000000000001,0.6799999999999999,0.9199999999999999,0.7050592880816143,0.7999999999999999,200
14-10-8-6-4,5,SVM,DeepONMF_H5,1,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.928257353828599,0.953125,200
14-10-8-6-4,5,SVM,DeepONMF_H5,2,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.9662499999999999,0.8658354924208582,0.915625,200
14-10-8-6-4,5,SVM,DeepONMF_H5,3,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8753237819091477,0.921875,200
14-10-8-6-4,5,SVM,DeepONMF_H5,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.9700000000000001,0.8804588394062078,0.925,200
14-10-8-6-4,5,SVM,DeepONMF_H5,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9200000302413379,0.946875,200
14-10-8-6-4,5,SVM,DeepONMF_W,1,PROMEDIO_MACRO,154,754,46,46,0.908,0.7700000000000001,0.9425000000000001,0.8000515700848665,0.8562500000000002,200
14-10-8-6-4,5,SVM,DeepONMF_W,2,PROMEDIO_MACRO,139,739,61,61,0.8779999999999999,0.6950000000000001,0.9237500000000001,0.7001470953712333,0.809375,200
14-10-8-6-4,5,SVM,DeepONMF_W,3,PROMEDIO_MACRO,151,751,49,49,0.9019999999999999,0.755,0.9387500000000001,0.7736394557823129,0.846875,200
14-10-8-6-4,5,SVM,DeepONMF_W,4,PROMEDIO_MACRO,152,752,48,48,0.9040000000000001,0.7600000000000001,0.9400000000000001,0.7612593585276513,0.85,200
14-10-8-6-4,5,SVM,DeepONMF_W,5,PROMEDIO_MACRO,150,750,50,50,0.9,0.7500000000000001,0.9375,0.7609665572522716,0.84375,200
14-10-8-6-4,5,UjaNet,DeepONMF_H5,1,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9253854725805946,0.953125,200
14-10-8-6-4,5,UjaNet,DeepONMF_H5,2,PROMEDIO_MACRO,182,782,18,18,0.9640000000000001,0.9099999999999999,0.9775,0.9123420731481154,0.94375,200
14-10-8-6-4,5,UjaNet,DeepONMF_H5,3,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712500000000001,0.8884509495352608,0.928125,200
14-10-8-6-4,5,UjaNet,DeepONMF_H5,4,PROMEDIO_MACRO,182,782,18,18,0.9639999999999999,0.9100000000000001,0.9774999999999998,0.9116501477744275,0.94375,200
14-10-8-6-4,5,UjaNet,DeepONMF_H5,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.9400000000000001,0.985,0.9404514912858943,0.9625,200
14-10-8-6-4,5,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8300603871055307,0.890625,200
14-10-8-6-4,5,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.8899999999999999,0.9725000000000001,0.8963448851116373,0.93125,200
14-10-8-6-4,5,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,174,774,26,26,0.9479999999999998,0.8699999999999999,0.9675,0.8786905154283204,0.91875,200
14-10-8-6-4,5,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8399999999999999,0.96,0.855975440681323,0.9,200
14-10-8-6-4,5,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637500000000001,0.8684831834831834,0.909375,200
