distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
13-8-3,3,KNN,DeepONMF_H3,1,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
13-8-3,3,KNN,DeepONMF_H3,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
13-8-3,3,KNN,DeepONMF_H3,3,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
13-8-3,3,KNN,DeepONMF_H3,4,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
13-8-3,3,KNN,DeepONMF_H3,5,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
13-8-3,3,KNN,DeepONMF_W,1,149,30,10,11,0.895,0.93125,0.75,0.9371069182389937,0.840625
13-8-3,3,KNN,DeepONMF_W,2,151,29,11,9,0.9,0.94375,0.725,0.9320987654320988,0.834375
13-8-3,3,KNN,DeepONMF_W,3,153,34,6,7,0.935,0.95625,0.85,0.9622641509433962,0.903125
13-8-3,3,KNN,DeepONMF_W,4,145,28,12,15,0.865,0.90625,0.7,0.9235668789808917,0.803125
13-8-3,3,KNN,DeepONMF_W,5,152,27,13,8,0.895,0.95,0.675,0.9212121212121213,0.8125
13-8-3,3,SVM,DeepONMF_H3,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
13-8-3,3,SVM,DeepONMF_H3,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
13-8-3,3,SVM,DeepONMF_H3,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
13-8-3,3,SVM,DeepONMF_H3,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
13-8-3,3,SVM,DeepONMF_H3,5,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
13-8-3,3,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
13-8-3,3,SVM,DeepONMF_W,2,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
13-8-3,3,SVM,DeepONMF_W,3,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
13-8-3,3,SVM,DeepONMF_W,4,141,38,2,19,0.895,0.88125,0.95,0.986013986013986,0.9156249999999999
13-8-3,3,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
13-8-3,3,UjaNet,DeepONMF_H3,1,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
13-8-3,3,UjaNet,DeepONMF_H3,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
13-8-3,3,UjaNet,DeepONMF_H3,3,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
13-8-3,3,UjaNet,DeepONMF_H3,4,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
13-8-3,3,UjaNet,DeepONMF_H3,5,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
13-8-3,3,UjaNet,DeepONMF_W,1,154,38,2,6,0.96,0.9625,0.95,0.9871794871794872,0.95625
13-8-3,3,UjaNet,DeepONMF_W,2,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
13-8-3,3,UjaNet,DeepONMF_W,3,152,35,5,8,0.935,0.95,0.875,0.9681528662420382,0.9125
13-8-3,3,UjaNet,DeepONMF_W,4,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
13-8-3,3,UjaNet,DeepONMF_W,5,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
