indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_5db,N,New_N_001.wav,28-2,DeepONMF_H2,2,0.3086998854148295,2x212,0.02394600003026426,28,0.199053641190866,0.3189915456572565,0.020310900057666004,2,0.6405144067125352,0.07741841590228091,0.0027248000260442495
1,SNR_5db,N,New_N_002.wav,28-2,DeepONMF_H2,2,0.3097356914604685,2x212,0.02112900000065565,28,0.1974132709228619,0.30239457321982666,0.01721329998690635,2,0.6626267705261553,0.09125384635754939,0.0031652000034227967
2,SNR_5db,N,New_N_003.wav,28-2,DeepONMF_H2,2,0.37635181918762733,2x212,0.020038000075146556,28,0.2006868788035382,0.3009178451777736,0.01689490000717342,2,0.5878278421245956,0.04660512316711432,0.00240470003336668
3,SNR_5db,N,New_N_004.wav,28-2,DeepONMF_H2,2,0.3143737144519299,2x212,0.019964999984949827,28,0.19943260272912136,0.31819565295933677,0.016762500046752393,2,0.6363967016945486,0.07509519804835198,0.0022912999847903848
4,SNR_5db,N,New_N_005.wav,28-2,DeepONMF_H2,2,0.35334051722621024,2x212,0.020269500091671944,28,0.1956228917895747,0.2817158311828268,0.0166486999951303,2,0.7396455988642034,0.09984575906697804,0.0026697999564930797
5,SNR_5db,N,New_N_006.wav,28-2,DeepONMF_H2,2,0.3202831460149811,2x212,0.0185720999725163,28,0.19166661653959882,0.25720574582491107,0.015135199995711446,2,0.7310167609595483,0.12227194526258503,0.0026780000189319253
6,SNR_5db,N,New_N_007.wav,28-2,DeepONMF_H2,2,0.2916460763049878,2x212,0.01945949997752905,28,0.2002453552347573,0.3135424839211651,0.01587049989029765,2,0.6183719212649927,0.06772475661538752,0.0026798000326380134
7,SNR_5db,N,New_N_008.wav,28-2,DeepONMF_H2,2,0.2941187344589475,2x212,0.019928100053220987,28,0.19749903742990127,0.29044099904612913,0.01639710005838424,2,0.7289158248521805,0.10045006566413586,0.002854799968190491
8,SNR_5db,N,New_N_009.wav,28-2,DeepONMF_H2,2,0.3083551951160977,2x212,0.02056149998679757,28,0.1986443221413107,0.3138896391508391,0.017301700077950954,2,0.6830206015669438,0.07838580676574948,0.002637699944898486
9,SNR_5db,N,New_N_010.wav,28-2,DeepONMF_H2,2,0.30167226319444623,2x212,0.01816470001358539,28,0.19992216935503548,0.3144739182208308,0.014841200085356832,2,0.7144583400051505,0.09965779434708612,0.00263859995175153
10,SNR_5db,N,New_N_011.wav,28-2,DeepONMF_H2,2,0.3103024255535848,2x212,0.02029489993583411,28,0.20029443426567214,0.3078702211110587,0.017090799985453486,2,0.6864959221769709,0.08394566415279295,0.0023250000085681677
11,SNR_5db,N,New_N_012.wav,28-2,DeepONMF_H2,2,0.33681727080361734,2x212,0.02106560009997338,28,0.19472930987478776,0.2828030729319093,0.017652699956670403,2,0.6830458978046634,0.08239771833195422,0.002334599965251982
12,SNR_5db,N,New_N_013.wav,28-2,DeepONMF_H2,2,0.3307176775520823,2x212,0.01944169995840639,28,0.19458002765272986,0.3019852579487755,0.015796300023794174,2,0.6644880757210405,0.07851461340802651,0.002642399980686605
13,SNR_5db,N,New_N_014.wav,28-2,DeepONMF_H2,2,0.33590548098156536,2x212,0.019460199982859194,28,0.20152379605478085,0.31592547932555853,0.016326599987223744,2,0.6467606154652387,0.07950585364099744,0.0022865000646561384
14,SNR_5db,N,New_N_015.wav,28-2,DeepONMF_H2,2,0.29842519331864753,2x212,0.020216900040395558,28,0.1956251781455345,0.30232788382574505,0.017177200061269104,2,0.7034603634918274,0.11005013157102045,0.002280100015923381
15,SNR_5db,N,New_N_016.wav,28-2,DeepONMF_H2,2,0.28674371892013756,2x212,0.019790600053966045,28,0.20166381307094416,0.32724720626186765,0.016732800053432584,2,0.5444612254972188,0.09668857377748086,0.0022988999262452126
16,SNR_5db,N,New_N_017.wav,28-2,DeepONMF_H2,2,0.4532035483938695,2x212,0.019893100019544363,28,0.19665290843970326,0.28230912488561716,0.016773599898442626,2,0.6636929925466027,0.06587483590438992,0.002308499999344349
17,SNR_5db,N,New_N_018.wav,28-2,DeepONMF_H2,2,0.31476997129122203,2x212,0.01818690006621182,28,0.19765684135192604,0.2860695156917542,0.014642200083471835,2,0.6824709293789456,0.07843301068059759,0.0024211000418290496
18,SNR_5db,N,New_N_019.wav,28-2,DeepONMF_H2,2,0.2937646991321724,2x212,0.019132600049488246,28,0.20220078423232063,0.3137829033936112,0.015258900006301701,2,0.5977885208108782,0.07128640683663792,0.002991999965161085
