distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
9-7-5-3,4,KNN,DeepONMF_H4,1,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637499999999999,0.8675705666882138,0.909375,200
9-7-5-3,4,KNN,DeepONMF_H4,2,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8474559518408155,0.890625,200
9-7-5-3,4,KNN,DeepONMF_H4,3,PROMEDIO_MACRO,166,766,34,34,0.932,0.8299999999999998,0.9574999999999999,0.8348177787488961,0.8937499999999998,200
9-7-5-3,4,KNN,DeepONMF_H4,4,PROMEDIO_MACRO,170,770,30,30,0.9400000000000001,0.85,0.9625,0.8595217625292813,0.90625,200
9-7-5-3,4,KNN,DeepONMF_H4,5,PROMEDIO_MACRO,167,767,33,33,0.9339999999999999,0.835,0.95875,0.8610878851608277,0.896875,200
9-7-5-3,4,KNN,DeepONMF_W,1,PROMEDIO_MACRO,131,731,69,69,0.8619999999999999,0.655,0.9137500000000001,0.7006061253561253,0.784375,200
9-7-5-3,4,KNN,DeepONMF_W,2,PROMEDIO_MACRO,138,738,62,62,0.8760000000000001,0.6900000000000001,0.9225,0.730928330928331,0.80625,200
9-7-5-3,4,KNN,DeepONMF_W,3,PROMEDIO_MACRO,131,731,69,69,0.8619999999999999,0.655,0.9137500000000001,0.6765980848861284,0.784375,200
9-7-5-3,4,KNN,DeepONMF_W,4,PROMEDIO_MACRO,126,726,74,74,0.852,0.6299999999999999,0.9075000000000001,0.6566223908918406,0.76875,200
9-7-5-3,4,KNN,DeepONMF_W,5,PROMEDIO_MACRO,133,733,67,67,0.866,0.6649999999999999,0.91625,0.7030157092076597,0.790625,200
9-7-5-3,4,SVM,DeepONMF_H4,1,PROMEDIO_MACRO,187,787,13,13,0.9739999999999999,0.9349999999999999,0.98375,0.9353961827646039,0.959375,200
9-7-5-3,4,SVM,DeepONMF_H4,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8805064177015396,0.925,200
9-7-5-3,4,SVM,DeepONMF_H4,3,PROMEDIO_MACRO,181,781,19,19,0.9620000000000001,0.9049999999999999,0.97625,0.9046114372045052,0.940625,200
9-7-5-3,4,SVM,DeepONMF_H4,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.9737499999999999,0.8970087847688827,0.934375,200
9-7-5-3,4,SVM,DeepONMF_H4,5,PROMEDIO_MACRO,186,786,14,14,0.9719999999999999,0.9299999999999999,0.9824999999999999,0.93513298295907,0.95625,200
9-7-5-3,4,SVM,DeepONMF_W,1,PROMEDIO_MACRO,161,761,39,39,0.922,0.805,0.9512499999999999,0.8239252931535697,0.878125,200
9-7-5-3,4,SVM,DeepONMF_W,2,PROMEDIO_MACRO,151,751,49,49,0.9019999999999999,0.755,0.93875,0.7787296037296036,0.846875,200
9-7-5-3,4,SVM,DeepONMF_W,3,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7380197154761614,0.828125,200
9-7-5-3,4,SVM,DeepONMF_W,4,PROMEDIO_MACRO,148,748,52,52,0.8960000000000001,0.74,0.9349999999999999,0.7442762223811646,0.8375,200
9-7-5-3,4,SVM,DeepONMF_W,5,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7595526153723902,0.84375,200
9-7-5-3,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.9400000000000001,0.985,0.9402231929997104,0.9625,200
9-7-5-3,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9076566507028365,0.940625,200
9-7-5-3,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,182,782,18,18,0.9639999999999999,0.9099999999999999,0.9775,0.9128070344340683,0.94375,200
9-7-5-3,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.902931810148141,0.9375,200
9-7-5-3,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,190,790,10,10,0.9800000000000001,0.95,0.9875,0.9499092821044041,0.96875,200
9-7-5-3,4,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8826405722689848,0.921875,200
9-7-5-3,4,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9078169484534234,0.940625,200
9-7-5-3,4,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8400000000000001,0.96,0.8545984848484849,0.9,200
9-7-5-3,4,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8789998742289733,0.921875,200
9-7-5-3,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,160,760,40,40,0.9199999999999999,0.8,0.95,0.8133161168227897,0.875,200
