,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,1,0,0,0
real_AS,0,39,0,1,0
real_MR,0,2,34,4,0
real_MS,2,5,4,24,5
real_MVP,2,1,1,3,33
