epoca,loss_train,loss_val
1,1.5976521372795105,1.5278209447860718
2,1.4416703017134416,1.2341187000274658
3,1.205781677835866,1.106459617614746
4,1.1486427187919617,1.1593377590179443
5,1.0826410227700283,1.0407246351242065
6,1.0620458722114563,0.9865395426750183
7,1.0458083027287532,0.9765785932540894
8,1.000973646578036,1.0568464994430542
9,0.9685669102166828,0.9385850429534912
10,0.9227474818104192,0.9093990325927734
11,0.8951553984692222,0.882222056388855
12,0.863848571714602,0.8834996223449707
13,0.8236700265031112,0.7965728044509888
14,0.7947635760432795,0.7743715047836304
15,0.742401690075272,0.7852069735527039
16,0.724546240348565,0.8071883320808411
17,0.7151056339866236,0.704662024974823
18,0.6104494262682764,0.7451750040054321
19,0.5974112843212328,0.6408732533454895
20,0.5831024752635705,0.736065149307251
21,0.559204639964982,0.7133459448814392
22,0.5500899318017458,0.5920591950416565
23,0.5305859195558649,0.8407396674156189
24,0.5053539540814725,0.643707275390625
25,0.48156426023495824,0.645039975643158
26,0.43560665081206124,0.6165869235992432
27,0.4646270992724519,0.6780171990394592
28,0.4307611574859996,0.5602935552597046
29,0.4236925891355464,0.5671783685684204
30,0.3905639607263239,0.6191414594650269
