epoca,loss_train,loss_val
1,1.4723933213635494,1.025153398513794
2,0.8686933721366682,0.5914368629455566
3,0.651951546731748,0.4729757606983185
4,0.5294111912187777,0.37946951389312744
5,0.43453445324772283,0.35722872614860535
6,0.32696087599584933,0.3821544349193573
7,0.30057896712892934,0.34598231315612793
8,0.2368360906349201,0.3570065200328827
9,0.23414194745648848,0.3764088749885559
10,0.17193701329003824,0.3678828477859497
11,0.17120848600997737,0.4210764169692993
12,0.12863693065255097,0.41515716910362244
13,0.12315763684455305,0.37518736720085144
14,0.0927774024894461,0.4294511675834656
15,0.08675088194860636,0.4239385724067688
16,0.06840631564907533,0.4453577399253845
17,0.08598933501420297,0.45342135429382324
