,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,34,1,1,1,3
real_AS,0,37,1,2,0
real_MR,0,12,22,2,4
real_MS,7,15,0,15,3
real_MVP,12,4,3,2,19
