,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,0,2
real_AS,0,33,1,4,2
real_MR,0,4,34,1,1
real_MS,4,1,0,28,7
real_MVP,2,2,1,1,34
