,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,0,1
real_AS,1,37,1,1,0
real_MR,3,0,36,0,1
real_MS,0,1,0,37,2
real_MVP,0,2,0,0,38
