,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,34,0,0,2,4
real_AS,0,38,2,0,0
real_MR,2,4,34,0,0
real_MS,0,0,1,37,2
real_MVP,1,1,5,0,33
