clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,34,159,1,6,0.965,0.85,0.99375,0.9714285714285714,0.921875,40
AS,36,158,2,4,0.97,0.9,0.9875,0.9473684210526315,0.9437500000000001,40
MR,40,147,13,0,0.935,1.0,0.91875,0.7547169811320755,0.959375,40
MS,37,155,5,3,0.96,0.925,0.96875,0.8809523809523809,0.946875,40
MVP,29,157,3,11,0.93,0.725,0.98125,0.90625,0.8531249999999999,40
PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.9700000000000001,0.8921432709131321,0.925,200
