,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,1,0,3
real_AS,0,39,1,0,0
real_MR,2,1,33,3,1
real_MS,0,1,0,37,2
real_MVP,4,3,0,0,33
