distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
11-8,2,KNN,DeepONMF_H2,1,156,32,8,4,0.94,0.975,0.8,0.9512195121951219,0.8875
11-8,2,KNN,DeepONMF_H2,2,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
11-8,2,KNN,DeepONMF_H2,3,154,28,12,6,0.91,0.9625,0.7,0.927710843373494,0.83125
11-8,2,KNN,DeepONMF_H2,4,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
11-8,2,KNN,DeepONMF_H2,5,159,29,11,1,0.94,0.99375,0.725,0.9352941176470588,0.859375
11-8,2,KNN,DeepONMF_W,1,146,34,6,14,0.9,0.9125,0.85,0.9605263157894737,0.88125
11-8,2,KNN,DeepONMF_W,2,144,29,11,16,0.865,0.9,0.725,0.9290322580645162,0.8125
11-8,2,KNN,DeepONMF_W,3,143,32,8,17,0.875,0.89375,0.8,0.9470198675496688,0.846875
11-8,2,KNN,DeepONMF_W,4,140,33,7,20,0.865,0.875,0.825,0.9523809523809523,0.85
11-8,2,KNN,DeepONMF_W,5,144,28,12,16,0.86,0.9,0.7,0.9230769230769231,0.8
11-8,2,SVM,DeepONMF_H2,1,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
11-8,2,SVM,DeepONMF_H2,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
11-8,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
11-8,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
11-8,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
11-8,2,SVM,DeepONMF_W,1,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
11-8,2,SVM,DeepONMF_W,2,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
11-8,2,SVM,DeepONMF_W,3,148,36,4,12,0.92,0.925,0.9,0.9736842105263158,0.9125000000000001
11-8,2,SVM,DeepONMF_W,4,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
11-8,2,SVM,DeepONMF_W,5,143,37,3,17,0.9,0.89375,0.925,0.9794520547945206,0.909375
11-8,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
11-8,2,UjaNet,DeepONMF_H2,2,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
11-8,2,UjaNet,DeepONMF_H2,3,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
11-8,2,UjaNet,DeepONMF_H2,4,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
11-8,2,UjaNet,DeepONMF_H2,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
11-8,2,UjaNet,DeepONMF_W,1,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
11-8,2,UjaNet,DeepONMF_W,2,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
11-8,2,UjaNet,DeepONMF_W,3,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
11-8,2,UjaNet,DeepONMF_W,4,156,40,0,4,0.98,0.975,1.0,1.0,0.9875
11-8,2,UjaNet,DeepONMF_W,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
