,N,AS,MR,MS,MVP
N,97.0,0.0,0.0,1.0,2.0
AS,0.0,94.5,3.0,1.5,1.0
MR,1.5,3.0,91.5,3.0,1.0
MS,1.0,0.5,1.0,93.0,4.5
MVP,2.5,2.5,2.0,1.5,91.5
