,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,1,0,0,0
real_AS,0,36,0,2,2
real_MR,0,2,34,4,0
real_MS,4,6,0,28,2
real_MVP,2,2,3,2,31
