,N,AS,MR,MS,MVP
N,98.0,0.0,0.0,0.0,2.0
AS,0.0,97.0,2.5,0.0,0.5
MR,2.5,3.0,91.5,1.5,1.5
MS,0.5,1.0,2.0,94.5,2.0
MVP,5.0,2.5,1.5,1.0,90.0
