,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.0,0.5
AS,0.0,96.5,1.5,0.5,1.5
MR,1.0,2.5,93.0,2.5,1.0
MS,0.5,1.5,1.0,93.5,3.5000000000000004
MVP,3.0,3.0,1.0,2.5,90.5
