,N,AS,MR,MS,MVP
N,98.0,0.0,1.5,0.0,0.5
AS,0.0,97.0,1.5,0.0,1.5
MR,1.0,3.0,93.5,1.0,1.5
MS,0.0,1.0,1.5,94.0,3.5000000000000004
MVP,2.0,2.0,2.5,1.5,92.0
