distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
10-8-6,3,KNN,DeepONMF_H3,1,155,31,9,5,0.93,0.96875,0.775,0.9451219512195121,0.871875
10-8-6,3,KNN,DeepONMF_H3,2,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
10-8-6,3,KNN,DeepONMF_H3,3,155,27,13,5,0.91,0.96875,0.675,0.9226190476190477,0.821875
10-8-6,3,KNN,DeepONMF_H3,4,151,32,8,9,0.915,0.94375,0.8,0.949685534591195,0.871875
10-8-6,3,KNN,DeepONMF_H3,5,157,31,9,3,0.94,0.98125,0.775,0.9457831325301205,0.878125
10-8-6,3,KNN,DeepONMF_W,1,137,32,8,23,0.845,0.85625,0.8,0.9448275862068966,0.828125
10-8-6,3,KNN,DeepONMF_W,2,139,35,5,21,0.87,0.86875,0.875,0.9652777777777778,0.871875
10-8-6,3,KNN,DeepONMF_W,3,138,33,7,22,0.855,0.8625,0.825,0.9517241379310345,0.84375
10-8-6,3,KNN,DeepONMF_W,4,142,37,3,18,0.895,0.8875,0.925,0.9793103448275862,0.90625
10-8-6,3,KNN,DeepONMF_W,5,148,31,9,12,0.895,0.925,0.775,0.9426751592356688,0.8500000000000001
10-8-6,3,SVM,DeepONMF_H3,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
10-8-6,3,SVM,DeepONMF_H3,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
10-8-6,3,SVM,DeepONMF_H3,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
10-8-6,3,SVM,DeepONMF_H3,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
10-8-6,3,SVM,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
10-8-6,3,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
10-8-6,3,SVM,DeepONMF_W,2,143,38,2,17,0.905,0.89375,0.95,0.9862068965517241,0.921875
10-8-6,3,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
10-8-6,3,SVM,DeepONMF_W,4,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
10-8-6,3,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
10-8-6,3,UjaNet,DeepONMF_H3,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
10-8-6,3,UjaNet,DeepONMF_H3,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
10-8-6,3,UjaNet,DeepONMF_H3,3,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
10-8-6,3,UjaNet,DeepONMF_H3,4,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
10-8-6,3,UjaNet,DeepONMF_H3,5,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
10-8-6,3,UjaNet,DeepONMF_W,1,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
10-8-6,3,UjaNet,DeepONMF_W,2,153,38,2,7,0.955,0.95625,0.95,0.9870967741935484,0.953125
10-8-6,3,UjaNet,DeepONMF_W,3,154,34,6,6,0.94,0.9625,0.85,0.9625,0.90625
10-8-6,3,UjaNet,DeepONMF_W,4,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
10-8-6,3,UjaNet,DeepONMF_W,5,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
