distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
11-4,2,KNN,DeepONMF_H2,1,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
11-4,2,KNN,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
11-4,2,KNN,DeepONMF_H2,3,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
11-4,2,KNN,DeepONMF_H2,4,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
11-4,2,KNN,DeepONMF_H2,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
11-4,2,KNN,DeepONMF_W,1,148,30,10,12,0.89,0.925,0.75,0.9367088607594937,0.8375
11-4,2,KNN,DeepONMF_W,2,146,36,4,14,0.91,0.9125,0.9,0.9733333333333334,0.90625
11-4,2,KNN,DeepONMF_W,3,149,34,6,11,0.915,0.93125,0.85,0.9612903225806452,0.890625
11-4,2,KNN,DeepONMF_W,4,147,30,10,13,0.885,0.91875,0.75,0.9363057324840764,0.834375
11-4,2,KNN,DeepONMF_W,5,150,28,12,10,0.89,0.9375,0.7,0.9259259259259259,0.81875
11-4,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
11-4,2,SVM,DeepONMF_H2,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
11-4,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
11-4,2,SVM,DeepONMF_H2,4,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
11-4,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
11-4,2,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
11-4,2,SVM,DeepONMF_W,2,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
11-4,2,SVM,DeepONMF_W,3,150,37,3,10,0.935,0.9375,0.925,0.9803921568627451,0.93125
11-4,2,SVM,DeepONMF_W,4,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
11-4,2,SVM,DeepONMF_W,5,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
11-4,2,UjaNet,DeepONMF_H2,1,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
11-4,2,UjaNet,DeepONMF_H2,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
11-4,2,UjaNet,DeepONMF_H2,3,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
11-4,2,UjaNet,DeepONMF_H2,4,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
11-4,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
11-4,2,UjaNet,DeepONMF_W,1,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
11-4,2,UjaNet,DeepONMF_W,2,153,39,1,7,0.96,0.95625,0.975,0.9935064935064936,0.965625
11-4,2,UjaNet,DeepONMF_W,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
11-4,2,UjaNet,DeepONMF_W,4,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
11-4,2,UjaNet,DeepONMF_W,5,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
