indice_interno,clase,archivo,error_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,0.18029329566310554,9,0.07350950873507105,0.34468203243279266,0.0063667999929748476,8,0.15982328911499868,0.17169787010614274,0.002522099995985627,7,0.14924197246340665,0.14736782662597128,0.0025628000148572028
1,N,New_N_002.wav,0.20821565670183767,9,0.07205196521517813,0.35754106194876073,0.006282699992880225,8,0.10448735715866642,0.18240989357964876,0.0028099999763071537,7,0.19200850950678972,0.1877134199577221,0.002712499990593642
2,N,New_N_003.wav,0.21268283294380083,9,0.07255800024375166,0.36014950414354835,0.006232299958355725,8,0.1565293897151366,0.1774658116138892,0.0027484999736770988,7,0.25233865911398834,0.13711197276985196,0.00258979998761788
3,N,New_N_004.wav,0.24336750845519486,9,0.06740704087065719,0.40067885914445406,0.00619470002129674,8,0.1553525336560436,0.23756124434462947,0.0036871000193059444,7,0.24149267990808024,0.18415194502640148,0.002437499992083758
4,N,New_N_005.wav,0.2135069458174637,9,0.06286382685423861,0.3213949463652088,0.005689200013875961,8,0.2258901526654168,0.2228174392232399,0.0023817000328563154,7,0.22259546417948237,0.15478006888651502,0.002427700033877045
5,N,New_N_006.wav,0.1907496241296555,9,0.06732863931743682,0.3498032716452037,0.006086600013077259,8,0.13386585363333056,0.2031914957747499,0.0037873999681323767,7,0.13299344465179597,0.16306412824645927,0.00242979999165982
6,N,New_N_007.wav,0.22010688225336425,9,0.08735660652495958,0.39340066709930566,0.006073500029742718,8,0.20000955912086643,0.17866241113474057,0.002475700050126761,7,0.17666066463215546,0.158838717387906,0.002462900010868907
7,N,New_N_008.wav,0.2124606965893066,9,0.06306051757667851,0.3200896228060006,0.005821800034027547,8,0.18732080934989284,0.21339280258908172,0.003364600008353591,7,0.18062043802520636,0.17449710122888681,0.0025545000098645687
8,N,New_N_009.wav,0.23252449215755566,9,0.06096309905321858,0.38060048516785855,0.005869099986739457,8,0.1423439064200142,0.17520426370716027,0.0031847000354900956,7,0.17418973861135378,0.18872051211233007,0.0025344000314362347
9,N,New_N_010.wav,0.20812398922300232,9,0.06843742731410647,0.3292550178761163,0.00639449997106567,8,0.1812019966468705,0.1396232231677987,0.0027298000059090555,7,0.15944012355420947,0.12642764766332618,0.002773200045339763
10,N,New_N_011.wav,0.23037150101776055,9,0.06912135874942711,0.3371630472875736,0.006021399982273579,8,0.15088859030598314,0.22209801245367958,0.002718400035519153,7,0.2853832941044575,0.1601240829203192,0.002582999994046986
11,N,New_N_012.wav,0.1942170806740477,9,0.0761422340413428,0.3320503461914481,0.005853699985891581,8,0.13181947251835918,0.20622323921040112,0.002445499994792044,7,0.1565790897939603,0.17910637168399882,0.002533599967136979
12,N,New_N_013.wav,0.25231746336953137,9,0.06591050716069136,0.3071693021600995,0.005969699996057898,8,0.22755956206324798,0.16276354924704842,0.002543299982789904,7,0.3134544093751926,0.13679453406769873,0.002494800020940602
13,N,New_N_014.wav,0.20398001926433448,9,0.08328501888824863,0.3327170051415954,0.005944000033196062,8,0.173764806077682,0.19608811619641756,0.0030821000109426677,7,0.2275043604330073,0.16836073770076163,0.0025573999737389386
14,N,New_N_015.wav,0.24850412361041258,9,0.06561857177101585,0.3994184231278994,0.0063661999884061515,8,0.183555300591697,0.26423004314831783,0.0026729999808594584,7,0.2585337312766656,0.21314853435983971,0.0024659999762661755
15,N,New_N_016.wav,0.21996347179669912,9,0.06701598014383577,0.32186294430653856,0.005690499965567142,8,0.17626999795731094,0.19073626311561687,0.003336500027216971,7,0.243054587074759,0.14075388271443282,0.0026218999992124736
16,N,New_N_017.wav,0.1928342739341198,9,0.06693439192116947,0.34400341592080225,0.0060526999877765775,8,0.13510942126988904,0.18080458195802643,0.003187700000125915,7,0.1138995285149169,0.16469882518552795,0.002509100013412535
17,N,New_N_018.wav,0.23417946850451885,9,0.0626407292079905,0.3497171734536397,0.005745600035879761,8,0.1893515000433793,0.21716018289546504,0.0027850999613292515,7,0.2791279938335576,0.15742673842656527,0.0037543000071309507
18,N,New_N_019.wav,0.19136272225824402,9,0.06581902364540294,0.3818050309761432,0.007441000023391098,8,0.1303085202379759,0.24532576531594388,0.0035391999990679324,7,0.15425759886878385,0.2215223086569541,0.0027108999784104526
19,N,New_N_020.wav,0.23823708561349696,9,0.0747985766708678,0.3354229825274214,0.006110000016633421,8,0.11836465659669855,0.19740573130872976,0.0024785000132396817,7,0.22774326365264838,0.14192310289273724,0.0025594999897293746
20,N,New_N_021.wav,0.25765698152754174,9,0.08701115640682892,0.2988283201143288,0.006413600000087172,8,0.23229594093158662,0.16133863237799725,0.0030382999684661627,7,0.25772551890177453,0.15541864294469293,0.0024482000153511763
21,N,New_N_022.wav,0.21665572503582553,9,0.07206938799287364,0.3682331414539586,0.006442299985792488,8,0.15108897746802138,0.20287728769498892,0.002639200014527887,7,0.2543454271200955,0.1516251869977587,0.0024503000313416123
22,N,New_N_023.wav,0.20171383026480805,9,0.0640238961542233,0.3005807951724118,0.006257699977140874,8,0.1525698845744774,0.1256233447406326,0.003926099976524711,7,0.1396298857587237,0.0934427663922025,0.002745000005234033
23,N,New_N_024.wav,0.21034898515603692,9,0.07662708312344403,0.3969184116407976,0.006305799994152039,8,0.19687252326615126,0.24899292326658182,0.003308099985588342,7,0.20147410566314095,0.1996281538045414,0.002519100031349808
24,N,New_N_025.wav,0.21025161559290634,9,0.08003508918392827,0.33823339910875877,0.006137399992439896,8,0.1957421437118048,0.2169137646721919,0.003801700018811971,7,0.24884162588695444,0.22432646359131064,0.002577300008852035
25,N,New_N_026.wav,0.21824405380667947,9,0.07786646276038518,0.29686016564925377,0.005948800011537969,8,0.13044581706067576,0.19952217377428827,0.0030585999484173954,7,0.20861960739879315,0.14801721766289871,0.002464999968651682
26,N,New_N_027.wav,0.22044102260807302,9,0.08030147916209952,0.2929895965622726,0.006156500021461397,8,0.17262567494542205,0.17993585303489126,0.0024279000353999436,7,0.15359004280478852,0.14641021392794915,0.0025106000248342752
27,N,New_N_028.wav,0.22329684555436852,9,0.07565049040776914,0.365270663850812,0.006613600009586662,8,0.09800991253743815,0.20226757807436072,0.002470300009008497,7,0.27176813658793525,0.16856501438539198,0.0025190000305883586
28,N,New_N_029.wav,0.2109121373794733,9,0.08411919286244574,0.35991269237032986,0.006822300027124584,8,0.18113593110429932,0.17181023708858767,0.0025381000014021993,7,0.2141543738364133,0.13968399187523892,0.0025667999871075153
29,N,New_N_030.wav,0.19843289586271418,9,0.06489992217976032,0.37013948272409913,0.005864300008397549,8,0.1734056395374411,0.16658886276927592,0.002521499991416931,7,0.16603813852051066,0.14701764913732956,0.002603599976282567
30,N,New_N_031.wav,0.23568071352267161,9,0.06727841854116004,0.35298763536222044,0.006163600017316639,8,0.16598122687405437,0.23292156947881157,0.003216400044038892,7,0.25952450252286713,0.17339099771204025,0.0025642000255174935
31,N,New_N_032.wav,0.24084030152747654,9,0.07843910994188935,0.34432802607072127,0.006126099964603782,8,0.14117330193315847,0.22715900550313403,0.002591500000562519,7,0.24867198422149897,0.114761039271014,0.00245370005723089
32,N,New_N_033.wav,0.21167660704508828,9,0.08091352472072717,0.3165413116703509,0.005807999987155199,8,0.1792326876780975,0.17786693206993145,0.0027034999802708626,7,0.1878373422371009,0.16163916961416702,0.002502000017557293
33,N,New_N_034.wav,0.21019720198469768,9,0.06960278833671672,0.3114422040633612,0.005983900045976043,8,0.13121270822234204,0.19143735563150388,0.002403999969828874,7,0.2991884220365435,0.15660526783216802,0.0025215999921783805
34,N,New_N_035.wav,0.20434249874096877,9,0.06182733343486016,0.2984783584495741,0.0072138000396080315,8,0.1573254665496394,0.20965056922176567,0.002738600014708936,7,0.23302222081165738,0.1808394924787047,0.0028409999795258045
35,N,New_N_036.wav,0.261552479364282,9,0.06345586130515496,0.3786610685882712,0.010305100004188716,8,0.1386201165266009,0.21448289662790435,0.005211700045038015,7,0.24233617748240205,0.1996822749870391,0.006557099986821413
