distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
11-8-5,3,KNN,DeepONMF_H3,1,157,33,7,3,0.95,0.98125,0.825,0.9573170731707317,0.903125
11-8-5,3,KNN,DeepONMF_H3,2,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
11-8-5,3,KNN,DeepONMF_H3,3,156,30,10,4,0.93,0.975,0.75,0.9397590361445783,0.8625
11-8-5,3,KNN,DeepONMF_H3,4,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
11-8-5,3,KNN,DeepONMF_H3,5,159,30,10,1,0.945,0.99375,0.75,0.9408284023668639,0.871875
11-8-5,3,KNN,DeepONMF_W,1,148,25,15,12,0.865,0.925,0.625,0.9079754601226994,0.775
11-8-5,3,KNN,DeepONMF_W,2,142,31,9,18,0.865,0.8875,0.775,0.9403973509933775,0.83125
11-8-5,3,KNN,DeepONMF_W,3,149,31,9,11,0.9,0.93125,0.775,0.9430379746835443,0.853125
11-8-5,3,KNN,DeepONMF_W,4,148,26,14,12,0.87,0.925,0.65,0.9135802469135802,0.7875000000000001
11-8-5,3,KNN,DeepONMF_W,5,146,34,6,14,0.9,0.9125,0.85,0.9605263157894737,0.88125
11-8-5,3,SVM,DeepONMF_H3,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
11-8-5,3,SVM,DeepONMF_H3,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
11-8-5,3,SVM,DeepONMF_H3,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
11-8-5,3,SVM,DeepONMF_H3,4,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
11-8-5,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
11-8-5,3,SVM,DeepONMF_W,1,143,39,1,17,0.91,0.89375,0.975,0.9930555555555556,0.934375
11-8-5,3,SVM,DeepONMF_W,2,142,37,3,18,0.895,0.8875,0.925,0.9793103448275862,0.90625
11-8-5,3,SVM,DeepONMF_W,3,145,37,3,15,0.91,0.90625,0.925,0.9797297297297297,0.915625
11-8-5,3,SVM,DeepONMF_W,4,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
11-8-5,3,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
11-8-5,3,UjaNet,DeepONMF_H3,1,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
11-8-5,3,UjaNet,DeepONMF_H3,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
11-8-5,3,UjaNet,DeepONMF_H3,3,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
11-8-5,3,UjaNet,DeepONMF_H3,4,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
11-8-5,3,UjaNet,DeepONMF_H3,5,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
11-8-5,3,UjaNet,DeepONMF_W,1,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
11-8-5,3,UjaNet,DeepONMF_W,2,154,39,1,6,0.965,0.9625,0.975,0.9935483870967742,0.96875
11-8-5,3,UjaNet,DeepONMF_W,3,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
11-8-5,3,UjaNet,DeepONMF_W,4,153,39,1,7,0.96,0.95625,0.975,0.9935064935064936,0.965625
11-8-5,3,UjaNet,DeepONMF_W,5,157,33,7,3,0.95,0.98125,0.825,0.9573170731707317,0.903125
