distribucion,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
10-6-4,KNN,DeepONMF_H3,0.92,0.11313708498984755,0.8,0.28284271247461906,0.95,0.0707106781186547,0.7,0.42426406871192845,0.875,0.1767766952966369
10-6-4,KNN,DeepONMF_W,0.9199999999999999,0.0,0.8,0.0,0.95,0.0,0.7,0.0,0.875,0.0
10-6-4,SVM,DeepONMF_H3,0.92,0.11313708498984755,0.8,0.28284271247461906,0.95,0.0707106781186547,0.7,0.42426406871192845,0.875,0.1767766952966369
10-6-4,SVM,DeepONMF_W,0.9199999999999999,0.0,0.8,0.0,0.95,0.0,0.7,0.0,0.875,0.0
10-6-4,UjaNet,DeepONMF_H3,0.68,0.0,0.2,0.0,0.8,0.0,0.05333333333333333,0.01885618083164127,0.5,0.0
10-6-4,UjaNet,DeepONMF_W,0.72,0.05656854249492373,0.30000000000000004,0.14142135623730953,0.825,0.03535533905932729,0.145,0.14849242404917498,0.5625,0.08838834764831845
