indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_-5db,N,New_N_001.wav,16-10-6,DeepONMF_H3,3,0.43601991599581885,6x212,0.01809070003218949,16,0.34319899022682687,0.2746767017790101,0.010122700012288988,10,0.4063417546569405,0.17940143277534576,0.0038656999822705984,6,0.40446199893640145,0.12835349135471888,0.0030544999754056334
1,SNR_-5db,N,New_N_002.wav,16-10-6,DeepONMF_H3,3,0.4289575087123759,6x212,0.017085299943573773,16,0.3402578785421391,0.3041763510671265,0.009416399989277124,10,0.37727155925308037,0.20939665023963758,0.0038994000060483813,6,0.4334544097495963,0.1903242145630043,0.0028147000120952725
2,SNR_-5db,N,New_N_003.wav,16-10-6,DeepONMF_H3,3,0.44166152169810885,6x212,0.016655500046908855,16,0.3399355766423133,0.2820491359572478,0.008982100058346987,10,0.41068797077902075,0.21707148345807717,0.0038615999510511756,6,0.4567797616177229,0.21510986316984723,0.0028842000756412745
3,SNR_-5db,N,New_N_004.wav,16-10-6,DeepONMF_H3,3,0.43800206469416875,6x212,0.01595390005968511,16,0.346944674821361,0.2971947936775757,0.008679299964569509,10,0.3793614721702804,0.21353259153534757,0.0035853999434038997,6,0.45703170787933406,0.15364354709828762,0.0027966999914497137
4,SNR_-5db,N,New_N_005.wav,16-10-6,DeepONMF_H3,3,0.43928625601674093,6x212,0.01643249997869134,16,0.33963626735342817,0.27792184215266397,0.008889799937605858,10,0.34675186993933416,0.1681738009380531,0.003910400089807808,6,0.4310176675405055,0.14482120686082184,0.002753600012511015
5,SNR_-5db,N,New_N_006.wav,16-10-6,DeepONMF_H3,3,0.4360994791332394,6x212,0.016697200015187263,16,0.33846026499248294,0.2911232207168469,0.00913839996792376,10,0.4001107146303485,0.2158756193441706,0.0038873000303283334,6,0.40124363331706575,0.17471468905348753,0.002746900077909231
6,SNR_-5db,N,New_N_007.wav,16-10-6,DeepONMF_H3,3,0.42897767695469347,6x212,0.01617329998407513,16,0.341875377023553,0.280155739863912,0.008863699971698225,10,0.36582637713127736,0.23371515938594978,0.004018199979327619,6,0.46228518371102906,0.16709592540756793,0.0025933999568223953
7,SNR_-5db,N,New_N_008.wav,16-10-6,DeepONMF_H3,3,0.4504147190517426,6x212,0.014284599921666086,16,0.3412471018741664,0.28242196621436416,0.007866199943237007,10,0.39911736879134974,0.16831927833722704,0.003270499990321696,6,0.45733390619264946,0.11452192724822648,0.002505000098608434
8,SNR_-5db,N,New_N_009.wav,16-10-6,DeepONMF_H3,3,0.43398607280312174,6x212,0.014689099974930286,16,0.3417119399791164,0.2967181363899859,0.007289099972695112,10,0.4165529449274836,0.17019665089827787,0.004135899944230914,6,0.39179584384657,0.11074364328393545,0.0024982000468298793
9,SNR_-5db,N,New_N_010.wav,16-10-6,DeepONMF_H3,3,0.4461729209352745,6x212,0.014843300101347268,16,0.34118434945822823,0.28077966078005273,0.007529900060035288,10,0.37290414258103705,0.17600211738619664,0.0038819999899715185,6,0.41497151178962466,0.17632690858473493,0.0024868000764399767
10,SNR_-5db,N,New_N_011.wav,16-10-6,DeepONMF_H3,3,0.4369207199805672,6x212,0.013759800000116229,16,0.3440367056581196,0.2765739634259142,0.007268100045621395,10,0.35861389043233194,0.21544005251955853,0.0031120000639930367,6,0.42381857756556823,0.16383367880209918,0.0026978999376296997
11,SNR_-5db,N,New_N_012.wav,16-10-6,DeepONMF_H3,3,0.43126736461795045,6x212,0.014797999989241362,16,0.3455833740417148,0.2746989875483924,0.007251300034113228,10,0.3655478393530944,0.22457608307162225,0.0043212000746279955,6,0.3982624414297799,0.19001885715563022,0.0025028999662026763
12,SNR_-5db,N,New_N_013.wav,16-10-6,DeepONMF_H3,3,0.4270852773821362,6x212,0.014149999944493175,16,0.3390546033330635,0.27573725928544196,0.007514999946579337,10,0.36385545711615247,0.21952092404410337,0.0033805000130087137,6,0.4204535119787565,0.18065533252287314,0.0024172000121325254
13,SNR_-5db,N,New_N_014.wav,16-10-6,DeepONMF_H3,3,0.4292650053429765,6x212,0.015199100016616285,16,0.34044446485576196,0.28536805590328823,0.008236600086092949,10,0.36716886115876074,0.1870290601511597,0.003577499999664724,6,0.4409118483680091,0.1534547200214236,0.002430699998512864
14,SNR_-5db,N,New_N_015.wav,16-10-6,DeepONMF_H3,3,0.4295501231473535,6x212,0.01507120009046048,16,0.34276680664995857,0.26273157869272257,0.008079900057055056,10,0.38596795131841805,0.20587434889676454,0.0035409999545663595,6,0.4216785256472404,0.16573039865745784,0.0024286999832838774
