indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_8db,N,New_N_001.wav,10,DeepONMF_H1,1,0.17185829095924987,10x212,0.009758800035342574,10,0.17185829095924987,0.31743565429719134,0.00883169996086508
1,SNR_8db,N,New_N_002.wav,10,DeepONMF_H1,1,0.16747411989675032,10x212,0.007864800048992038,10,0.16747411989675032,0.29975627136175975,0.007261799997650087
2,SNR_8db,N,New_N_003.wav,10,DeepONMF_H1,1,0.17197731614498524,10x212,0.008489000028930604,10,0.17197731614498524,0.3072386196705456,0.0076549999648705125
3,SNR_8db,N,New_N_004.wav,10,DeepONMF_H1,1,0.17508132382000424,10x212,0.008060299907810986,10,0.17508132382000427,0.3010578345211496,0.00714890006929636
4,SNR_8db,N,New_N_005.wav,10,DeepONMF_H1,1,0.17326629596681495,10x212,0.00860219995956868,10,0.17326629596681495,0.31851293933255037,0.007896299939602613
5,SNR_8db,N,New_N_006.wav,10,DeepONMF_H1,1,0.17588489357170797,10x212,0.00787029997445643,10,0.17588489357170797,0.2960869882680628,0.007077799993567169
6,SNR_8db,N,New_N_007.wav,10,DeepONMF_H1,1,0.17380341404769098,10x212,0.008812000043690205,10,0.17380341404769098,0.2547924986533435,0.00803769996855408
7,SNR_8db,N,New_N_008.wav,10,DeepONMF_H1,1,0.16786768591975756,10x212,0.007603600039146841,10,0.16786768591975754,0.25351063313860966,0.006886800052598119
8,SNR_8db,N,New_N_009.wav,10,DeepONMF_H1,1,0.17221562629861498,10x212,0.009160000015981495,10,0.17221562629861498,0.29541783738969013,0.008434899966232479
9,SNR_8db,N,New_N_010.wav,10,DeepONMF_H1,1,0.16980285326240346,10x212,0.0073847000021487474,10,0.16980285326240346,0.2894092341111522,0.006833799998275936
10,SNR_8db,N,New_N_011.wav,10,DeepONMF_H1,1,0.17371680116292762,10x212,0.008395000011660159,10,0.17371680116292762,0.33653958682220725,0.007772499928250909
11,SNR_8db,N,New_N_012.wav,10,DeepONMF_H1,1,0.1747324209721082,10x212,0.007895999937318265,10,0.1747324209721082,0.25345296203419604,0.007172600016929209
