,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,3,0
real_AS,0,36,2,1,1
real_MR,0,4,32,4,0
real_MS,0,12,1,25,2
real_MVP,12,5,3,3,17
