indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,sin_regularizacion,error_final,forma_h,forma_w,segundos
0,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2409368428736113,7x212,126x7,0.04825780005194247
1,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24130038785166802,7x212,126x7,0.04589610011316836
2,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24008865711790545,7x212,126x7,0.03906119987368584
3,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24250606205420563,7x212,126x7,0.03743229992687702
4,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24059598690482736,7x212,126x7,0.037148699862882495
5,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24282489216617525,7x212,126x7,0.0371431999374181
6,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2405617444417801,7x212,126x7,0.03468900010921061
7,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23993497241217437,7x212,126x7,0.033729700138792396
8,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24353832421648736,7x212,126x7,0.03474879986606538
9,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2450836881356945,7x212,126x7,0.03406609990634024
10,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24099772908948974,7x212,126x7,0.03554919990710914
11,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24338195123951775,7x212,126x7,0.03408640017732978
12,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24068276080484924,7x212,126x7,0.033181400038301945
13,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2420221208744179,7x212,126x7,0.03495400003157556
14,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2447106353415404,7x212,126x7,0.03514240006916225
15,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2413315576811174,7x212,126x7,0.03511110018007457
16,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24516192040068127,7x212,126x7,0.03558619995601475
17,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2427930895929764,7x212,126x7,0.03413719986565411
18,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2421681489826254,7x212,126x7,0.03573919995687902
19,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.241306482008238,7x212,126x7,0.03550640004687011
20,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2408071620698715,7x212,126x7,0.03741770004853606
21,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24093871229100508,7x212,126x7,0.03559770015999675
22,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24120794306772497,7x212,126x7,0.035346100106835365
23,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24129864490974237,7x212,126x7,0.03590210014954209
24,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24570372252978473,7x212,126x7,0.035812299931421876
25,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24120927403473494,7x212,126x7,0.034994699992239475
26,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2415090114307261,7x212,126x7,0.03536290000192821
27,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24105589465610058,7x212,126x7,0.035818399861454964
28,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24692632286553964,7x212,126x7,0.03623750014230609
29,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24037270570808456,7x212,126x7,0.035368300043046474
30,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24368890598966397,7x212,126x7,0.036842399975284934
31,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.242994228598021,7x212,126x7,0.03550730017013848
32,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2391816376633862,7x212,126x7,0.04827710008248687
33,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24190950020635119,7x212,126x7,0.04081229981966317
34,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2410383978421793,7x212,126x7,0.03890999988652766
35,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.241429704441517,7x212,126x7,0.035243399906903505
36,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.21239570142591638,7x212,126x7,0.034087499836459756
37,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24117271223421857,7x212,126x7,0.035319400019943714
38,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.24065358912111504,7x212,126x7,0.03397409990429878
39,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.239807368559002,7x212,126x7,0.033501300029456615
40,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23627878118535767,7x212,126x7,0.03504369989968836
41,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23821108734483779,7x212,126x7,0.03439029981382191
42,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23534418808511265,7x212,126x7,0.034967300016433
43,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23710238866954794,7x212,126x7,0.03355659986846149
44,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23667477428261033,7x212,126x7,0.03475210000760853
45,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2354332683617223,7x212,126x7,0.035220100078731775
46,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2371470733411604,7x212,126x7,0.03476810012944043
47,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23551330563743186,7x212,126x7,0.03402339993044734
48,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2344707091402847,7x212,126x7,0.03516700002364814
49,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23592943316623952,7x212,126x7,0.03486810019239783
50,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23464649690154582,7x212,126x7,0.033870500046759844
51,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23793713545703346,7x212,126x7,0.03514240006916225
52,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23606281034305632,7x212,126x7,0.03428469994105399
53,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23561831710439698,7x212,126x7,0.03511870000511408
54,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.23591000220649547,7x212,126x7,0.03501769993454218
55,SNR_8db,DeepONMF,9-8-7,3,0.05,False,0.2361847149993475,7x212,126x7,0.03618110017850995
