,N,AS,MR,MS,MVP
N,98.5,0.0,0.5,0.0,1.0
AS,0.0,96.5,2.0,0.5,1.0
MR,1.5,5.0,91.0,1.5,1.0
MS,0.5,1.5,0.5,94.5,3.0
MVP,3.0,2.5,2.0,1.5,91.0
