indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,7-6-3,3,0.4121743165579609,126x3,3x212,7,0.09322156879747431,0.34430199333738304,0.010016600004746579,6,0.19559684209351846,0.17236446285496748,0.002991500005009584,3,0.5045175689181116,0.10937050260993969,0.0023882000023149885
1,N,New_N_002.wav,7-6-3,3,0.2794088361703034,126x3,3x212,7,0.07793272435234269,0.27996871882912727,0.007332099994528107,6,0.1851831179835752,0.1904821592760865,0.0028801999942515977,3,0.49708638495493934,0.20238241505224464,0.0023811999999452382
2,N,New_N_003.wav,7-6-3,3,0.38818329504644794,126x3,3x212,7,0.08328075441493622,0.3413557546407408,0.007304400001885369,6,0.15328097892076317,0.16318395487548115,0.004310900003474671,3,0.3429230032865112,0.12742390348832977,0.003586799997719936
3,N,New_N_004.wav,7-6-3,3,0.3585392293281457,126x3,3x212,7,0.08207547266146947,0.25861826189422626,0.007173599995439872,6,0.17010893187254503,0.1314818117526674,0.00284319999627769,3,0.3656424329599504,0.057549911988318346,0.0023747000013827346
4,N,New_N_005.wav,7-6-3,3,0.24333798017753894,126x3,3x212,7,0.0777874112540642,0.29090762494541456,0.006967500004975591,6,0.18666159885981995,0.18348259396991765,0.002943299994512927,3,0.45345973569940545,0.19483825388367074,0.002452900000207592
5,N,New_N_006.wav,7-6-3,3,0.36476161384178973,126x3,3x212,7,0.08123038088349642,0.24002460749573387,0.007079199996951502,6,0.1271528190826066,0.15318891072691665,0.003032699998584576,3,0.4071763145684101,0.1108414933694083,0.002444800004013814
6,N,New_N_007.wav,7-6-3,3,0.32942635911239787,126x3,3x212,7,0.08496586479951457,0.32640367760238126,0.007066600002872292,6,0.15758343545147377,0.1704348319019339,0.0027919999993173406,3,0.5574988358219846,0.1401815042527813,0.0023937000005389564
7,N,New_N_008.wav,7-6-3,3,0.29167178003399896,126x3,3x212,7,0.06952147808170814,0.4435784340137348,0.009771799996087793,6,0.12322003042475471,0.25280734870429383,0.003338199996505864,3,0.4868302654591361,0.21462615333651494,0.0023450999942724593
8,N,New_N_009.wav,7-6-3,3,0.3872596846273589,126x3,3x212,7,0.07343243594282868,0.34912658344247405,0.007642099997610785,6,0.1913802417437602,0.16226883260294706,0.0026066999998874962,3,0.4611958371361177,0.156084762816655,0.002181299998483155
9,N,New_N_010.wav,7-6-3,3,0.30912112562619876,126x3,3x212,7,0.0765654405012532,0.36220193823173774,0.007128500001272187,6,0.17508011613995975,0.2820146019963996,0.0025386999986949377,3,0.4388622725702032,0.29144607366678654,0.002118500000506174
