,N,AS,MR,MS,MVP
N,97.5,0.0,0.5,0.0,2.0
AS,0.0,97.0,3.0,0.0,0.0
MR,0.5,3.0,93.5,2.5,0.5
MS,0.5,0.0,1.0,95.5,3.0
MVP,2.5,2.5,3.0,2.5,89.5
