,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,2,2
real_AS,0,37,1,1,1
real_MR,0,4,35,1,0
real_MS,0,6,1,33,0
real_MVP,3,2,3,2,30
