base,clasificador,protocolo_ujanet,representacion,distribucion,numero_capas,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std,predicciones,aciertos,exactitud_directa,ruta_matriz_png,ruta_matriz_conteos,ruta_predicciones,protocolo_prueba,metodo_factorizacion,matriz_entrada,penalizacion_ortogonal,sin_regularizacion,inicializacion_factorizacion
original,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,NMF_H2,28-8,2,0.9836,0.007924645102463612,0.959,0.01981161275615897,0.9897500000000001,0.004952903189039727,0.9599225314693864,0.01976275055866877,0.9743749999999999,0.012382257972599339,1000,959,0.959,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\H2_28_8\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\H2_28_8\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\H2_28_8\matriz_confusion_agregada\predicciones_agregadas.csv,prueba_nmf_w_h_v1,NMF,H,0.0,True,nndsvd
original,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,NMF_W2,28-8,2,0.9404,0.008173126696680943,0.851,0.020432816741702574,0.9627500000000001,0.0051082041854256756,0.862264163705496,0.01717164716267924,0.906875,0.012770510463564113,1000,851,0.851,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\W2_28_8\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\W2_28_8\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\W2_28_8\matriz_confusion_agregada\predicciones_agregadas.csv,prueba_nmf_w_h_v1,NMF,W,0.0,True,nndsvd
original,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,ONMF_H2,28-8,2,0.9847999999999999,0.0038987177379235663,0.962,0.009746794344809054,0.9904999999999999,0.0024366985862022687,0.9626523399694131,0.009643594068780856,0.9762500000000001,0.006091746465505569,1000,962,0.962,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\H2_28_8\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\H2_28_8\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\H2_28_8\matriz_confusion_agregada\predicciones_agregadas.csv,prueba_nmf_w_h_v1,ONMF,H,0.05,False,nndsvd
original,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,ONMF_W2,28-8,2,0.9260000000000002,0.009591663046625482,0.8150000000000001,0.023979157616563607,0.95375,0.005994789404140882,0.8278829172765205,0.02139699670765871,0.884375,0.014986973510352247,1000,815,0.815,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\W2_28_8\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\W2_28_8\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\W2_28_8\matriz_confusion_agregada\predicciones_agregadas.csv,prueba_nmf_w_h_v1,ONMF,W,0.05,False,nndsvd
original,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,NMF_H3,22-15-10,3,0.9824000000000002,0.007127411872482163,0.9560000000000001,0.017818529681205456,0.9890000000000001,0.004454632420301404,0.956872044675848,0.018015152587355088,0.9724999999999999,0.011136581050753387,1000,956,0.956,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\H3_22_15_10\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\H3_22_15_10\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\H3_22_15_10\matriz_confusion_agregada\predicciones_agregadas.csv,prueba_nmf_w_h_v1,NMF,H,0.0,True,nndsvd
original,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,NMF_W3,22-15-10,3,0.9344000000000001,0.006542170893518497,0.8360000000000001,0.016355427233796186,0.959,0.004088856808449053,0.8422202323722294,0.01928434150402974,0.8975000000000002,0.010222142021122604,1000,836,0.836,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\W3_22_15_10\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\W3_22_15_10\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\W3_22_15_10\matriz_confusion_agregada\predicciones_agregadas.csv,prueba_nmf_w_h_v1,NMF,W,0.0,True,nndsvd
original,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,ONMF_H3,22-15-10,3,0.9852000000000001,0.006418722614352491,0.9629999999999999,0.0160468065358812,0.99075,0.004011701633970265,0.964114762924298,0.01594208870195128,0.976875,0.010029254084925757,1000,963,0.963,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\H3_22_15_10\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\H3_22_15_10\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\H3_22_15_10\matriz_confusion_agregada\predicciones_agregadas.csv,prueba_nmf_w_h_v1,ONMF,H,0.05,False,nndsvd
original,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,ONMF_W3,22-15-10,3,0.9388,0.012537942414925913,0.8469999999999999,0.03134485603731498,0.96175,0.007836214009328707,0.8599517557534873,0.016679645344259884,0.9043749999999999,0.01959053502332185,1000,847,0.847,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\W3_22_15_10\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\W3_22_15_10\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\W3_22_15_10\matriz_confusion_agregada\predicciones_agregadas.csv,prueba_nmf_w_h_v1,ONMF,W,0.05,False,nndsvd
original,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,NMF_H4,32-18-10-6,4,0.9823999999999999,0.007127411872482164,0.9560000000000001,0.017818529681205453,0.9890000000000001,0.004454632420301395,0.9569373493560734,0.017746500982702286,0.9724999999999999,0.011136581050753405,1000,956,0.956,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\H4_32_18_10_6\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\H4_32_18_10_6\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\H4_32_18_10_6\matriz_confusion_agregada\predicciones_agregadas.csv,prueba_nmf_w_h_v1,NMF,H,0.0,True,nndsvd
original,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,NMF_W4,32-18-10-6,4,0.9408,0.013971399357258359,0.852,0.034928498393145956,0.9630000000000001,0.008732124598286461,0.8583603320172453,0.035246282291060645,0.9075,0.02183031149571622,1000,852,0.852,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\W4_32_18_10_6\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\W4_32_18_10_6\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\NMF\W4_32_18_10_6\matriz_confusion_agregada\predicciones_agregadas.csv,prueba_nmf_w_h_v1,NMF,W,0.0,True,nndsvd
original,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,ONMF_H4,32-18-10-6,4,0.986,0.009591663046625518,0.9650000000000001,0.02397915761656358,0.99125,0.005994789404140934,0.9659488176489998,0.023704268140846696,0.978125,0.014986973510352235,1000,965,0.965,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\H4_32_18_10_6\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\H4_32_18_10_6\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\H4_32_18_10_6\matriz_confusion_agregada\predicciones_agregadas.csv,prueba_nmf_w_h_v1,ONMF,H,0.05,False,nndsvd
original,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,ONMF_W4,32-18-10-6,4,0.9464,0.01596245595138791,0.866,0.039906139878469866,0.9664999999999999,0.009976534969617468,0.8716093616548278,0.0362496799098933,0.91625,0.024941337424043673,1000,866,0.866,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\W4_32_18_10_6\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\W4_32_18_10_6\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\05_prueba_nmf_w_h\evaluacion_ujanet\original\ONMF\W4_32_18_10_6\matriz_confusion_agregada\predicciones_agregadas.csv,prueba_nmf_w_h_v1,ONMF,W,0.05,False,nndsvd
