indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h
0,30-8,2,0.14719129341495443,8x212,0.09038109998800792,30,0.03343909391875854,0.4192286780762029,8,0.42695355414906677,0.21558951412232327
1,30-8,2,0.14540708194380333,8x212,0.08346950000850484,30,0.033227958724205586,0.4047282865967321,8,0.4205030963066291,0.2289078135687191
2,30-8,2,0.14143274491686098,8x212,0.07798480000928976,30,0.034868919883187716,0.3940869816067351,8,0.3928845319136188,0.16205908961747628
3,30-8,2,0.13983475508666396,8x212,0.10501490000751801,30,0.03332702826293412,0.3918930167609219,8,0.4633326073861656,0.1634249398816154
4,30-8,2,0.13466149738947542,8x212,0.07110719999764115,30,0.031157963766477552,0.42620032253610673,8,0.4366007422566562,0.2313896699205058
5,30-8,2,0.13455582724514076,8x212,0.07085259997984394,30,0.02884357673681356,0.4023689587817235,8,0.41937451867589026,0.1984767752832826
6,30-8,2,0.13374027185868168,8x212,0.08284180000191554,30,0.03313087956722065,0.4050993564929301,8,0.41397308749446915,0.19656302658766195
7,30-8,2,0.12796855217671715,8x212,0.0815112000273075,30,0.03493967718633066,0.41216019015724426,8,0.4186759794911781,0.23721091257442004
8,30-8,2,0.1301562786058085,8x212,0.06455119999009185,30,0.03581021292357384,0.4083256237901376,8,0.43407638812018823,0.18635082395453081
9,30-8,2,0.14089824888938465,8x212,0.08088709998992272,30,0.03454466813449967,0.40905025723255745,8,0.4394118194778985,0.21832375682845526
10,30-8,2,0.14222872913988202,8x212,0.09604529998614453,30,0.033834440844158896,0.39866855891909075,8,0.4147171782053182,0.2149693166687168
11,30-8,2,0.14979064324605104,8x212,0.07431300001917407,30,0.04124720370068827,0.38648357738721834,8,0.43341576407271504,0.18697666750365663
12,30-8,2,0.13722368250189038,8x212,0.07458080002106726,30,0.034486038148826115,0.40730434654640063,8,0.42831252973250833,0.21756032914843942
13,30-8,2,0.14529218054224388,8x212,0.09169659999315627,30,0.03204011532760446,0.40070622830963243,8,0.41764923619532757,0.19074281605735757
14,30-8,2,0.1524669393223403,8x212,0.07300619999296032,30,0.03683417254033131,0.40353333683666703,8,0.432889218768263,0.22777691212624232
15,30-8,2,0.14531290378775802,8x212,0.07872210000641644,30,0.031736908123364986,0.40734128603275294,8,0.3937522380579944,0.200259654070355
