distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
10-9-7-6-3,5,KNN,DeepONMF_H5,1,PROMEDIO_MACRO,162,762,38,38,0.924,0.8100000000000002,0.9525,0.8422070897324447,0.88125,200
10-9-7-6-3,5,KNN,DeepONMF_H5,2,PROMEDIO_MACRO,169,769,31,31,0.9380000000000001,0.845,0.96125,0.8656298579883485,0.903125,200
10-9-7-6-3,5,KNN,DeepONMF_H5,3,PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8400000000000001,0.96,0.8462133274362376,0.9,200
10-9-7-6-3,5,KNN,DeepONMF_H5,4,PROMEDIO_MACRO,162,762,38,38,0.924,0.8099999999999999,0.9525,0.8181779281907652,0.88125,200
10-9-7-6-3,5,KNN,DeepONMF_H5,5,PROMEDIO_MACRO,164,764,36,36,0.9279999999999999,0.8200000000000001,0.9550000000000001,0.8457796263708918,0.8875,200
10-9-7-6-3,5,KNN,DeepONMF_W,1,PROMEDIO_MACRO,141,741,59,59,0.882,0.705,0.9262499999999999,0.7215893630179344,0.815625,200
10-9-7-6-3,5,KNN,DeepONMF_W,2,PROMEDIO_MACRO,131,731,69,69,0.8619999999999999,0.655,0.91375,0.6787416478834617,0.784375,200
10-9-7-6-3,5,KNN,DeepONMF_W,3,PROMEDIO_MACRO,129,729,71,71,0.858,0.645,0.9112500000000001,0.6707105394605394,0.778125,200
10-9-7-6-3,5,KNN,DeepONMF_W,4,PROMEDIO_MACRO,130,730,70,70,0.86,0.65,0.9125,0.6684503069520491,0.78125,200
10-9-7-6-3,5,KNN,DeepONMF_W,5,PROMEDIO_MACRO,130,730,70,70,0.86,0.65,0.9125,0.682520594965675,0.78125,200
10-9-7-6-3,5,SVM,DeepONMF_H5,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.9400000000000001,0.985,0.940484911392754,0.9625,200
10-9-7-6-3,5,SVM,DeepONMF_H5,2,PROMEDIO_MACRO,177,777,23,23,0.9540000000000001,0.885,0.9712500000000001,0.8866708437761069,0.928125,200
10-9-7-6-3,5,SVM,DeepONMF_H5,3,PROMEDIO_MACRO,174,774,26,26,0.9480000000000001,0.8699999999999999,0.9675,0.8681162160458813,0.91875,200
10-9-7-6-3,5,SVM,DeepONMF_H5,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9045358045438698,0.9375,200
10-9-7-6-3,5,SVM,DeepONMF_H5,5,PROMEDIO_MACRO,186,786,14,14,0.9719999999999999,0.9299999999999999,0.9825000000000002,0.9349172506619314,0.95625,200
10-9-7-6-3,5,SVM,DeepONMF_W,1,PROMEDIO_MACRO,154,754,46,46,0.908,0.7699999999999999,0.9425000000000001,0.7992885243411558,0.85625,200
10-9-7-6-3,5,SVM,DeepONMF_W,2,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.715,0.9287500000000002,0.7228268651426546,0.821875,200
10-9-7-6-3,5,SVM,DeepONMF_W,3,PROMEDIO_MACRO,145,745,55,55,0.8899999999999999,0.7249999999999999,0.93125,0.748925909876365,0.828125,200
10-9-7-6-3,5,SVM,DeepONMF_W,4,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.9362499999999999,0.7460111563862734,0.840625,200
10-9-7-6-3,5,SVM,DeepONMF_W,5,PROMEDIO_MACRO,154,754,46,46,0.908,0.77,0.9425000000000001,0.7744426630280289,0.85625,200
10-9-7-6-3,5,UjaNet,DeepONMF_H5,1,PROMEDIO_MACRO,187,787,13,13,0.974,0.9349999999999999,0.9837499999999999,0.9359336192263022,0.959375,200
10-9-7-6-3,5,UjaNet,DeepONMF_H5,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.9762500000000001,0.9055567911381865,0.940625,200
10-9-7-6-3,5,UjaNet,DeepONMF_H5,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9160159450431713,0.946875,200
10-9-7-6-3,5,UjaNet,DeepONMF_H5,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.9049999999999999,0.9762500000000001,0.9067247664616087,0.940625,200
10-9-7-6-3,5,UjaNet,DeepONMF_H5,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9550000000000001,0.9887499999999999,0.9557833537331701,0.971875,200
10-9-7-6-3,5,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8315157302917401,0.890625,200
10-9-7-6-3,5,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712499999999998,0.8869638242894057,0.928125,200
10-9-7-6-3,5,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,165,765,35,35,0.9299999999999999,0.825,0.95625,0.8451588256568074,0.890625,200
10-9-7-6-3,5,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637500000000001,0.8649739972971974,0.909375,200
10-9-7-6-3,5,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,162,762,38,38,0.924,0.8099999999999999,0.9525,0.814869703711809,0.88125,200
