distribucion,numero_capas,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
8-6-5-3,4,KNN,DeepONMF_H4,0.9339999999999999,0.0034641016151377843,0.835,0.008660254037844354,0.95875,0.0021650635094611144,0.847636629356122,0.011137826042525813,0.896875,0.005412658773652728
8-6-5-3,4,KNN,DeepONMF_W,0.8708,0.009121403400793114,0.677,0.022803508501982792,0.9192499999999999,0.005700877125495675,0.713951549891086,0.024489932723303773,0.798125,0.014252192813739168
8-6-5-3,4,SVM,DeepONMF_H4,0.9596,0.009528903399657238,0.899,0.0238222584991432,0.97475,0.005955564624785768,0.8998083081485155,0.025969326796301647,0.936875,0.014888911561964532
8-6-5-3,4,SVM,DeepONMF_W,0.9004,0.004774934554525342,0.751,0.011937336386313361,0.93775,0.0029843340965784444,0.7656392276730544,0.01348032099777517,0.844375,0.007460835241445802
8-6-5-3,4,UjaNet,DeepONMF_H4,0.9756,0.009939818911831343,0.9390000000000001,0.024849547279578398,0.98475,0.006212386819894587,0.940147838329586,0.024848146842237576,0.961875,0.015530967049736449
8-6-5-3,4,UjaNet,DeepONMF_W,0.9443999999999999,0.00712741187248218,0.861,0.017818529681205484,0.9652499999999999,0.004454632420301372,0.8688748438670906,0.01737704925254895,0.9131250000000002,0.011136581050753425
