,N,AS,MR,MS,MVP
N,97.0,0.0,0.5,0.5,2.0
AS,0.0,95.0,3.0,1.0,1.0
MR,1.5,7.000000000000001,88.5,2.5,0.5
MS,0.5,0.5,1.5,95.0,2.5
MVP,2.5,2.0,2.0,2.5,91.0
