distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
11-9,2,KNN,DeepONMF_H2,1,157,32,8,3,0.945,0.98125,0.8,0.9515151515151515,0.890625
11-9,2,KNN,DeepONMF_H2,2,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
11-9,2,KNN,DeepONMF_H2,3,155,30,10,5,0.925,0.96875,0.75,0.9393939393939394,0.859375
11-9,2,KNN,DeepONMF_H2,4,158,35,5,2,0.965,0.9875,0.875,0.9693251533742331,0.93125
11-9,2,KNN,DeepONMF_H2,5,159,29,11,1,0.94,0.99375,0.725,0.9352941176470588,0.859375
11-9,2,KNN,DeepONMF_W,1,146,35,5,14,0.905,0.9125,0.875,0.9668874172185431,0.89375
11-9,2,KNN,DeepONMF_W,2,142,32,8,18,0.87,0.8875,0.8,0.9466666666666667,0.84375
11-9,2,KNN,DeepONMF_W,3,142,27,13,18,0.845,0.8875,0.675,0.9161290322580645,0.78125
11-9,2,KNN,DeepONMF_W,4,146,30,10,14,0.88,0.9125,0.75,0.9358974358974359,0.83125
11-9,2,KNN,DeepONMF_W,5,143,33,7,17,0.88,0.89375,0.825,0.9533333333333334,0.859375
11-9,2,SVM,DeepONMF_H2,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
11-9,2,SVM,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
11-9,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
11-9,2,SVM,DeepONMF_H2,4,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
11-9,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
11-9,2,SVM,DeepONMF_W,1,149,38,2,11,0.935,0.93125,0.95,0.9867549668874173,0.940625
11-9,2,SVM,DeepONMF_W,2,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
11-9,2,SVM,DeepONMF_W,3,145,34,6,15,0.895,0.90625,0.85,0.9602649006622517,0.878125
11-9,2,SVM,DeepONMF_W,4,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
11-9,2,SVM,DeepONMF_W,5,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
11-9,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
11-9,2,UjaNet,DeepONMF_H2,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
11-9,2,UjaNet,DeepONMF_H2,3,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
11-9,2,UjaNet,DeepONMF_H2,4,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
11-9,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
11-9,2,UjaNet,DeepONMF_W,1,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
11-9,2,UjaNet,DeepONMF_W,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
11-9,2,UjaNet,DeepONMF_W,3,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
11-9,2,UjaNet,DeepONMF_W,4,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
11-9,2,UjaNet,DeepONMF_W,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
