,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,2,0
real_AS,0,25,2,10,3
real_MR,0,9,26,4,1
real_MS,4,4,0,31,1
real_MVP,13,2,4,2,19
